model_code	model_id	model_initial_id	model_name	model_quarter
MOD_200239	10239	239	Мебельная панель	1.0
MOD_200240	10240	240	Столешница	1.0
MOD_200241	10241	241	Чердачные лестницы	1.0
MOD_200242	10242	242	Межэтажные лестницы	1.0
MOD_200243	10243	243	Балясины и столбы	1.0
MOD_200244	10244	244	Крепление для балясин	1.0
MOD_200245	10245	245	Фурнитура для лестниц	1.0
MOD_200246	10246	246	Перила и комплектующие	1.0
MOD_200247	10247	247	Система ограждений	1.0
MOD_200248	10248	248	Защитный барьер для детей	1.0
MOD_200249	10249	249	Деревянные клины	1.0
MOD_200250	10250	250	Ламель и ламеледержатель	1.0
MOD_200251	10251	251	Изоляция для стены	1.0
MOD_200252	10252	252	Парусина для беседки	1.0
MOD_200253	10253	253	Усиленный профиль для дверных проемов	1.0
MOD_200254	10254	254	Балконное мансардное окно	1.0
MOD_200255	10255	255	Плитка (из алюминия)	1.0
MOD_200256	10256	256	Декорирование балки	1.0
MOD_200257	10257	257	Раздвижные окна и рамы из ПВХ	1.0
MOD_200258	10258	258	Иллюминатор	1.0
MOD_200259	10259	259	Солнечная батарея	1.0
MOD_200260	10260	260	Фотоэлектрические комплекты электроснабжения	1.0
MOD_200261	10261	261	Подставка для солнечной батареи или для ветроустановки	1.0
MOD_200262	10262	262	Ветровые турбины	1.0
MOD_200263	10263	263	Комплекты для ветровых турбин	1.0
MOD_200264	10264	264	Комплект солнечной батареи с креплением для светильника	1.0
MOD_200265	10265	265	Лопасти для ветровых турбин	1.0
MOD_200266	10266	266	Преобразователи для возобновляемых источников электроэнергии	1.0
MOD_200267	10267	267	Конвекторы	1.0
MOD_200268	10268	268	Контроллеры заряда	1.0
MOD_200269	10269	269	Терморегулятор	1.0
MOD_200270	10270	270	Метеостанции	1.0
MOD_200271	10271	271	Часы-метеостанция	1.0
MOD_200272	10272	272	Наружные датчики для метеостанций	1.0
MOD_200273	10273	273	Термометры и гидрометры	1.0
MOD_200274	10274	274	Жидкостные накопительные радиаторы	1.0
MOD_200275	10275	275	Каменные накопительные радиаторы	1.0
MOD_200276	10276	276	Чугунные накопительные радиаторы	1.0
MOD_200277	10277	277	Радиаторы с двойной системой отопления	1.0
MOD_200278	10278	278	Варочные панели	1.0
MOD_200279	10279	279	Электрические полотенцесушители жидкостные	1.0
MOD_200280	10280	280	Полотенцесушитель электрический	1.0
MOD_200281	10281	281	Комбинированные полотенцесушители	1.0
MOD_200282	10282	282	Электрообогреватель	1.0
MOD_200283	10283	283	Электрогрелки для ног	1.0
MOD_200284	10284	284	Конвекторы электрические стационарные	1.0
MOD_200285	10285	285	Электрические обогреватели	1.0
MOD_200286	10286	286	Мобильный электронагреватель	1.0
MOD_200287	10287	287	Кондиционер	1.0
MOD_200288	10288	288	Мобильные кондиционеры	1.0
MOD_200289	10289	289	Труба и соединение для кондиционера	1.0
MOD_200290	10290	290	Установка теплового насоса и ремонтного оборудования	1.0
MOD_200291	10291	291	Сплит-системы	1.0
MOD_200292	10292	292	Вентиляторы вытяжные	1.0
MOD_200293	10293	293	Механические системы вентиляции	1.0
MOD_200294	10294	294	Гофрированные трубы для систем вентиляции	1.0
MOD_200295	10295	295	Вентиляционные аксессуары	1.0
MOD_200296	10296	296	Фитинг для CMV или аэратора	1.0
MOD_200297	10297	297	Увлажнитель воздуха	1.0
MOD_200298	10298	298	Осушитель воздуха	1.0
MOD_200299	10299	299	Очиститель воздуха	1.0
MOD_200300	10300	300	Фильтры для осушителей, увлажнителей, очистителей	1.0
MOD_200301	10301	301	Аксессуары для вентиляции воздуха	1.0
MOD_200302	10302	302	Вентиляторы настольные и напольные	1.0
MOD_200303	10303	303	Розетки и выключатели открытая проводка	1.0
MOD_200304	10304	304	Розетки и выключатели скрытая проводка	1.0
MOD_200305	10305	305	Влагозащитные розетки и выключтели	1.0
MOD_200306	10306	306	Накладки для включателей и розеток	1.0
MOD_200307	10307	307	Ночник	1.0
MOD_200308	10308	308	Силовые розетки и вилки	1.0
MOD_200309	10309	309	Выключатели и тумблеры	1.0
MOD_200310	10310	310	Таймер	1.0
MOD_200311	10311	311	Розетка с таймером	1.0
MOD_200312	10312	312	Защитный козырек для кнопки	1.0
MOD_200313	10313	313	Кнопки для дверных звонков	1.0
MOD_200314	10314	314	Механизм выключателей и розеток	1.0
MOD_200315	10315	315	Сетевые переходники	1.0
MOD_200316	10316	316	Тройники	1.0
MOD_200317	10317	317	Сетевые фильтры	1.0
MOD_200318	10318	318	Клеммные колодки	1.0
MOD_200319	10319	319	Монтажные коробки для настенных и потолочных светильников	1.0
MOD_200320	10320	320	Распределительные коробки	1.0
MOD_200321	10321	321	Клеммы электрические	1.0
MOD_200322	10322	322	Распределительный щиток	1.0
MOD_200323	10323	323	Корпуса распределительного щита	1.0
MOD_200324	10324	324	Дверцы для электрощитов	1.0
MOD_200325	10325	325	Автоматические выключатели и предохранители	1.0
MOD_200326	10326	326	Реле	1.0
MOD_200327	10327	327	Автоматические выключатели	1.0
MOD_200328	10328	328	Дифференциальные автоматы	1.0
MOD_200329	10329	329	Разрядник	1.0
MOD_200330	10330	330	Контакторы электроцепей	1.0
MOD_200331	10331	331	Аксессуары для электрических щитков	1.0
MOD_200332	10332	332	Счетчики электроэнергии	1.0
MOD_200333	10333	333	Предохранители	1.0
MOD_200334	10334	334	Измерительные приборы	1.0
MOD_200335	10335	335	Изоленты	1.0
MOD_200336	10336	336	Силовые провода	1.0
MOD_200337	10337	337	Силовые кабели	1.0
MOD_200338	10338	338	Мультимедийные кабели	1.0
MOD_200339	10339	339	Телефонные кабели	1.0
MOD_200340	10340	340	Кабели для ТВ	1.0
MOD_200341	10341	341	Hi-Fi кабели	1.0
MOD_200342	10342	342	Удлинители	1.0
MOD_200343	10343	343	Катушки для кабеля	1.0
MOD_200344	10344	344	Гофрированные трубы с зондом для протяжки кабеля	1.0
MOD_200345	10345	345	Гофрированная труба для кабеля	1.0
MOD_200346	10346	346	Труба жесткая ПВХ	1.0
MOD_200347	10347	347	Аксессуары для жестких труб	1.0
MOD_200348	10348	348	Пластиковые и металлические хомуты и стяжки	1.0
MOD_200349	10349	349	Крепеж для кабеля	1.0
MOD_200350	10350	350	Кабель-каналы	1.0
MOD_200351	10351	351	Кабель-каналы с установочными коробками	1.0
MOD_200352	10352	352	Аксессуары для кабель-каналов	1.0
MOD_200353	10353	353	Органайзеры кабеля	1.0
MOD_200354	10354	354	Коробка для проводов	1.0
MOD_200355	10355	355	Кабель-каналы с розетками	1.0
MOD_200356	10356	356	Эфирные и спутниковые декодеры	1.0
MOD_200357	10357	357	Внутренние и наружные ТВ антенны	1.0
MOD_200358	10358	358	Спутниковые ТВ антенны	1.0
MOD_200359	10359	359	Комплекты спутниковых антенн с приемниками	1.0
MOD_200360	10360	360	Аудио и видео передатчик	1.0
MOD_200361	10361	361	Переходники для ТВ антенн	1.0
MOD_200362	10362	362	Усилители ТВ сигнала	1.0
MOD_200363	10363	363	Разъемы для эфирного и спутникового телевидения	1.0
MOD_200364	10364	364	LNB конвертеры для приема ТВ сигналов	1.0
MOD_200365	10365	365	Детекторы спутникового или эфирного ТВ- сигнала	1.0
MOD_200366	10366	366	Разъемы и переходники для ТВ	1.0
MOD_200367	10367	367	Телефонные, компьютерные и ТВ фильтры	1.0
MOD_200368	10368	368	Акустические системы	1.0
MOD_200369	10369	369	Пульт дистанционного управления	1.0
MOD_200370	10370	370	Телефоны и планшеты	1.0
MOD_200371	10371	371	Коннекторы для компьютерной и телефонной сети	1.0
